Accession,Virus Name,Publication Date,Host,Taxonomy ID,Zoonotic Potential
MW681002,"Severe acute respiratory syndrome-related coronavirus isolate Rs56, complete genome.",15-Mar-2022,Rhinolophus sinicus,694009,TRUE
OM263332,"SARS bat coronavirus isolate HD13304 spike protein gene, partial cds.",21-Mar-2022,Rhinolophus affinis,1431340,FALSE
OM263333,"SARS bat coronavirus isolate HD13589 spike protein gene, partial cds.",21-Mar-2022,Rhinolophus sinicus,1431340,FALSE
OM263334,"SARS bat coronavirus isolate HD13607 spike protein gene, partial cds.",21-Mar-2022,Rhinolophus sinicus,1431340,FALSE
OM263336,"SARS bat coronavirus isolate 200634 spike protein gene, partial cds.",21-Mar-2022,Rhinolophus sinicus,1431340,FALSE
OM263337,"SARS bat coronavirus isolate 201924 spike protein gene, partial cds.",21-Mar-2022,Rhinolophus sinicus,1431340,FALSE
OM263338,"SARS bat coronavirus isolate 150 spike protein gene, partial cds.",21-Mar-2022,Rhinolophus sinicus,1431340,FALSE
OM263339,"SARS bat coronavirus isolate 183 spike protein gene, partial cds.",21-Mar-2022,Rhinolophus sinicus,1431340,FALSE
OM263340,"SARS bat coronavirus isolate 52 spike protein gene, partial cds.",21-Mar-2022,Rhinolophus sinicus,1431340,FALSE
OM263341,"SARS bat coronavirus isolate 56 spike protein gene, partial cds.",21-Mar-2022,Rhinolophus sinicus,1431340,FALSE
OM263342,"SARS bat coronavirus isolate 67 spike protein gene, partial cds.",21-Mar-2022,Rhinolophus sinicus,1431340,FALSE
OM263343,"SARS bat coronavirus isolate 68 spike protein gene, partial cds.",21-Mar-2022,Rhinolophus sinicus,1431340,FALSE
OM263344,"SARS bat coronavirus isolate 87 spike protein gene, partial cds.",21-Mar-2022,Rhinolophus sinicus,1431340,FALSE
OM263345,"SARS bat coronavirus isolate CH007 spike protein gene, partial cds.",21-Mar-2022,Rhinolophus sinicus,1431340,FALSE
OM263346,"SARS bat coronavirus isolate CH025 spike protein gene, partial cds.",21-Mar-2022,Rhinolophus affinis,1431340,FALSE
OM263347,"SARS bat coronavirus isolate CH027 spike protein gene, partial cds.",21-Mar-2022,Rhinolophus affinis,1431340,FALSE
OM263348,"SARS bat coronavirus isolate CH039 spike protein gene, partial cds.",21-Mar-2022,Rhinolophus affinis,1431340,FALSE
OM263349,"SARS bat coronavirus isolate CH041 spike protein gene, partial cds.",21-Mar-2022,Rhinolophus sinicus,1431340,FALSE
OM263350,"SARS bat coronavirus isolate CH053 spike protein gene, partial cds.",21-Mar-2022,Rhinolophus sinicus,1431340,FALSE
OM263351,"SARS bat coronavirus isolate CH055 spike protein gene, partial cds.",21-Mar-2022,Rhinolophus sinicus,1431340,FALSE
OM263352,"SARS bat coronavirus isolate CH093 spike protein gene, partial cds.",21-Mar-2022,Rhinolophus sinicus,1431340,FALSE
OM263353,"SARS bat coronavirus isolate CH194 spike protein gene, partial cds.",21-Mar-2022,Rhinolophus affinis,1431340,FALSE
OM263354,"SARS bat coronavirus isolate CH207 spike protein gene, partial cds.",21-Mar-2022,Rhinolophus affinis,1431340,FALSE
OM263355,"SARS bat coronavirus isolate CH210 spike protein gene, partial cds.",21-Mar-2022,Rhinolophus sinicus,1431340,FALSE
OM263356,"SARS bat coronavirus isolate CH213 spike protein gene, partial cds.",21-Mar-2022,Rhinolophus sinicus,1431340,FALSE
OM263357,"SARS bat coronavirus isolate CH215 spike protein gene, partial cds.",21-Mar-2022,Rhinolophus sinicus,1431340,FALSE
OM263358,"SARS bat coronavirus isolate CH216 spike protein gene, partial cds.",21-Mar-2022,Rhinolophus sinicus,1431340,FALSE
OM263359,"SARS bat coronavirus isolate CH231 spike protein gene, partial cds.",21-Mar-2022,Rhinolophus sinicus,1431340,FALSE
OM469940,Bat alphacoronavirus isolate MAG-211 RNA-dependent RNA polymerase,25-Apr-2022,Bat Rhinolophe sp.,2419667,FALSE
OM469941,Bat alphacoronavirus isolate MAG-360 RNA-dependent RNA polymerase,25-Apr-2022,Bat Rhinolophe sp.,2419667,FALSE
OM469942,Bat alphacoronavirus isolate MAG-366 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM469943,Bat alphacoronavirus isolate MAG-393 RNA-dependent RNA polymerase,25-Apr-2022,Bat Rhinolophe sp.,2419667,FALSE
OM469944,Bat alphacoronavirus isolate MAG-423 RNA-dependent RNA polymerase,25-Apr-2022,Bat sp.,2419667,FALSE
OM469945,Bat alphacoronavirus isolate MAG-427 RNA-dependent RNA polymerase,25-Apr-2022,Bat sp.,2419667,FALSE
OM469946,Bat alphacoronavirus isolate MAG-549 RNA-dependent RNA polymerase,25-Apr-2022,Bat Rhinolophe sp.,2419667,FALSE
OM469947,Bat alphacoronavirus isolate MAG-556 RNA-dependent RNA polymerase,25-Apr-2022,Bat Rhinolophe sp.,2419667,FALSE
OM469948,Bat alphacoronavirus isolate MAG-560 RNA-dependent RNA polymerase,25-Apr-2022,Bat Rhinolophe sp.,2419667,FALSE
OM469949,Bat alphacoronavirus isolate MAG-561 RNA-dependent RNA polymerase,25-Apr-2022,Bat Rhinolophe sp.,2419667,FALSE
OM469950,Bat alphacoronavirus isolate MAG-752 RNA-dependent RNA polymerase,25-Apr-2022,Bat Rhinolophe sp.,2419667,FALSE
OM469951,Bat alphacoronavirus isolate MAG-593 RNA-dependent RNA polymerase,25-Apr-2022,Bat Rhinolophe sp.,2419667,FALSE
OM469952,Bat betacoronavirus isolate MAG-35 RNA-dependent RNA polymerase,25-Apr-2022,Bat Rhinolophe sp.,1805463,FALSE
OM469953,Bat betacoronavirus isolate MAG-10 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,1805463,FALSE
OM469954,Bat alphacoronavirus isolate MAG-146 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM469955,Bat betacoronavirus isolate MAG-118 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,1805463,FALSE
OM469956,Bat betacoronavirus isolate MAG-116 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,1805463,FALSE
OM469957,Bat alphacoronavirus isolate MAG-140 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM469958,Bat betacoronavirus isolate MAG-79 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,1805463,FALSE
OM469959,Bat betacoronavirus isolate MAG-75 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,1805463,FALSE
OM469960,Bat betacoronavirus isolate MAG-73 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,1805463,FALSE
OM469961,Bat betacoronavirus isolate MAG-65 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,1805463,FALSE
OM469962,Bat betacoronavirus isolate MAG-54 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,1805463,FALSE
OM469963,Bat betacoronavirus isolate MAG-48 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,1805463,FALSE
OM469964,Bat betacoronavirus isolate MAG-51 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,1805463,FALSE
OM469965,Bat alphacoronavirus isolate CHI-29 RNA-dependent RNA polymerase,25-Apr-2022,Bat sp.,2419667,FALSE
OM469966,Bat alphacoronavirus isolate CHI-494 RNA-dependent RNA polymerase,25-Apr-2022,Bat Rhinolophe sp.,2419667,FALSE
OM469967,Bat alphacoronavirus isolate CHI-505 RNA-dependent RNA polymerase,25-Apr-2022,Bat Rhinolophe sp.,2419667,FALSE
OM469968,Bat alphacoronavirus isolate CHI-514 RNA-dependent RNA polymerase,25-Apr-2022,Bat Rhinolophe sp.,2419667,FALSE
OM469969,Bat alphacoronavirus isolate CHI-530 RNA-dependent RNA polymerase,25-Apr-2022,Bat Rhinolophe sp.,2419667,FALSE
OM469970,Bat alphacoronavirus isolate CHI-644 RNA-dependent RNA polymerase,25-Apr-2022,Bat Rhinolophe sp.,2419667,FALSE
OM469971,Bat alphacoronavirus isolate CHI-650 RNA-dependent RNA polymerase,25-Apr-2022,Bat Rhinolophe sp.,2419667,FALSE
OM469972,Bat alphacoronavirus isolate CHI-651 RNA-dependent RNA polymerase,25-Apr-2022,Bat Rhinolophe sp.,2419667,FALSE
OM469973,Bat alphacoronavirus isolate CHI-655 RNA-dependent RNA polymerase,25-Apr-2022,Bat Rhinolophe sp.,2419667,FALSE
OM469974,Bat alphacoronavirus isolate CHI-657 RNA-dependent RNA polymerase,25-Apr-2022,Bat Rhinolophe sp.,2419667,FALSE
OM469975,Bat alphacoronavirus isolate CHI-634 RNA-dependent RNA polymerase,25-Apr-2022,Bat Rhinolophe sp.,2419667,FALSE
OM469976,Bat alphacoronavirus isolate CHI-624 RNA-dependent RNA polymerase,25-Apr-2022,Bat Rhinolophe sp.,2419667,FALSE
OM469977,Bat alphacoronavirus isolate CHI-623 RNA-dependent RNA polymerase,25-Apr-2022,Bat Rhinolophe sp.,2419667,FALSE
OM469978,Bat alphacoronavirus isolate CHI-617 RNA-dependent RNA polymerase,25-Apr-2022,Bat Rhinolophe sp.,2419667,FALSE
OM469979,Bat alphacoronavirus isolate CHI-615 RNA-dependent RNA polymerase,25-Apr-2022,Bat Rhinolophe sp.,2419667,FALSE
OM469980,Bat alphacoronavirus isolate CHI-614 RNA-dependent RNA polymerase,25-Apr-2022,Bat Rhinolophe sp.,2419667,FALSE
OM469981,Bat alphacoronavirus isolate CHI-292 RNA-dependent RNA polymerase,25-Apr-2022,Bat Rhinolophe sp.,2419667,FALSE
OM469982,Bat alphacoronavirus isolate CHI-609 RNA-dependent RNA polymerase,25-Apr-2022,Bat Rhinolophe sp.,2419667,FALSE
OM469983,Bat betacoronavirus isolate CHI-143 RNA-dependent RNA polymerase,25-Apr-2022,Bat sp.,1805463,FALSE
OM469984,Bat alphacoronavirus isolate CHI-835 RNA-dependent RNA polymerase,25-Apr-2022,Bat Nycteris sp.,2419667,FALSE
OM469985,Bat alphacoronavirus isolate CHI-851 RNA-dependent RNA polymerase,25-Apr-2022,Bat sp.,2419667,FALSE
OM469986,Bat alphacoronavirus isolate CHI-852 RNA-dependent RNA polymerase,25-Apr-2022,Bat Nycteris sp.,2419667,FALSE
OM469987,Bat alphacoronavirus isolate CHI-843 RNA-dependent RNA polymerase,25-Apr-2022,Bat Nycteris sp.,2419667,FALSE
OM469988,Bat betacoronavirus isolate CHI-134 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,1805463,FALSE
OM469989,Bat betacoronavirus isolate CHI-594 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,1805463,FALSE
OM469990,Bat alphacoronavirus isolate CHI-889 RNA-dependent RNA polymerase,25-Apr-2022,Bat sp.,2419667,FALSE
OM469991,Bat alphacoronavirus isolate CHI-869 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM469992,Bat alphacoronavirus isolate CHI-879 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM469993,Bat alphacoronavirus isolate CHI-821 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM469994,Bat alphacoronavirus isolate CHI-884 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM469995,Bat alphacoronavirus isolate CHI-809 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM469996,Bat alphacoronavirus isolate CHI-863 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM469997,Bat alphacoronavirus isolate CHI-882 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM469998,Bat alphacoronavirus isolate CHI-861 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM469999,Bat alphacoronavirus isolate CHI-817 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470000,Bat alphacoronavirus isolate CHI-838 RNA-dependent RNA polymerase,25-Apr-2022,Bat Nycteris sp.,2419667,FALSE
OM470001,Bat alphacoronavirus isolate CHI-816 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470002,Bat alphacoronavirus isolate CHI-840 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470003,Bat alphacoronavirus isolate CHI-854 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470004,Bat alphacoronavirus isolate CHI-890 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470005,Bat alphacoronavirus isolate CHI-901 RNA-dependent RNA polymerase,25-Apr-2022,Bat sp.,2419667,FALSE
OM470006,Bat alphacoronavirus isolate CHI-842 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470007,Bat alphacoronavirus isolate CHI-881 RNA-dependent RNA polymerase,25-Apr-2022,Bat sp.,2419667,FALSE
OM470008,Bat alphacoronavirus isolate CHI-135 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470009,Bat alphacoronavirus isolate CHI-112 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470010,Bat alphacoronavirus isolate MAG-261 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470011,Bat alphacoronavirus isolate MAG-214 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470012,Bat alphacoronavirus isolate MAG-250 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470013,Bat alphacoronavirus isolate MAG-445 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470014,Bat alphacoronavirus isolate MAG-558 RNA-dependent RNA polymerase,25-Apr-2022,Bat Rhinolophe sp.,2419667,FALSE
OM470015,Bat alphacoronavirus isolate MAG-05 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470016,Bat alphacoronavirus isolate MAG-02 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470017,Bat betacoronavirus isolate MAG-01 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,1805463,FALSE
OM470018,Bat alphacoronavirus isolate MAG-07 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470019,Bat alphacoronavirus isolate MAG-34 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470020,Bat alphacoronavirus isolate MAG-18 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470021,Bat alphacoronavirus isolate MAG-16 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470022,Bat alphacoronavirus isolate MAG-14 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470023,Bat alphacoronavirus isolate MAG-26 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470024,Bat alphacoronavirus isolate MAG-22 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470025,Bat alphacoronavirus isolate MAG-44 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470026,Bat alphacoronavirus isolate MAG-38 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470027,Bat alphacoronavirus isolate MAG-37 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470028,Bat alphacoronavirus isolate MAG-39 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470029,Bat alphacoronavirus isolate MAG-40 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470030,Bat alphacoronavirus isolate MAG-31 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470031,Bat alphacoronavirus isolate MAG-43 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470032,Bat alphacoronavirus isolate MAG-41 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470033,Bat alphacoronavirus isolate MAG-42 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470034,Bat alphacoronavirus isolate MAG-120 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470035,Bat alphacoronavirus isolate MAG-126 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470036,Bat alphacoronavirus isolate MAG-117 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470037,Bat alphacoronavirus isolate MAG-45 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470038,Bat alphacoronavirus isolate MAG-121 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470039,Bat alphacoronavirus isolate MAG-119 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470040,Bat alphacoronavirus isolate MAG-122 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470041,Bat alphacoronavirus isolate MAG-84 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470042,Bat alphacoronavirus isolate MAG-111 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470043,Bat alphacoronavirus isolate MAG-103 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470044,Bat alphacoronavirus isolate MAG-101 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470045,Bat alphacoronavirus isolate MAG-106 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470046,Bat alphacoronavirus isolate MAG-115 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470047,Bat alphacoronavirus isolate MAG-83 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470048,Bat alphacoronavirus isolate CHI-538 RNA-dependent RNA polymerase,25-Apr-2022,Bat sp.,2419667,FALSE
OM470049,Bat alphacoronavirus isolate MAG-89 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470050,Bat alphacoronavirus isolate MAG-85 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470051,Bat alphacoronavirus isolate MAG-86 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470052,Bat alphacoronavirus isolate MAG-82 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470053,Bat alphacoronavirus isolate MAG-78 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470054,Bat alphacoronavirus isolate MAG-81 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470055,Bat alphacoronavirus isolate MAG-55 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470056,Bat alphacoronavirus isolate MAG-71 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470057,Bat alphacoronavirus isolate MAG-77 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470058,Bat alphacoronavirus isolate MAG-56 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470059,Bat alphacoronavirus isolate MAG-76 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470060,Bat alphacoronavirus isolate MAG-47 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470061,Bat alphacoronavirus isolate MAG-50 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470062,Bat alphacoronavirus isolate MAG-53 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470063,Bat alphacoronavirus isolate MAG-52 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470064,Bat alphacoronavirus isolate MAG-46 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470065,Bat alphacoronavirus isolate CHI-329 RNA-dependent RNA polymerase,25-Apr-2022,Bat Rhinolophe sp.,2419667,FALSE
OM470066,Bat alphacoronavirus isolate CHI-575 RNA-dependent RNA polymerase,25-Apr-2022,Bat sp.,2419667,FALSE
OM470067,Bat alphacoronavirus isolate MAG-797 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470068,Bat alphacoronavirus isolate MAG-810 RNA-dependent RNA polymerase,25-Apr-2022,Bat Rhinolophe sp.,2419667,FALSE
OM470069,Bat alphacoronavirus isolate MAG-815 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470070,Bat alphacoronavirus isolate MAG-734 RNA-dependent RNA polymerase,25-Apr-2022,Bat sp.,2419667,FALSE
OM470071,Bat alphacoronavirus isolate MAG-844 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470072,Bat alphacoronavirus isolate MAG-717 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470073,Bat alphacoronavirus isolate CHI-565 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470074,Bat alphacoronavirus isolate CHI-653 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470075,Bat alphacoronavirus isolate CHI-643 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470076,Bat alphacoronavirus isolate CHI-642 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470077,Bat alphacoronavirus isolate CHI-633 RNA-dependent RNA polymerase,25-Apr-2022,Bat sp.,2419667,FALSE
OM470078,Bat alphacoronavirus isolate CHI-616 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470079,Bat alphacoronavirus isolate CHI-829 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470080,Bat alphacoronavirus isolate CHI-913 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470081,Bat alphacoronavirus isolate CHI-807 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470082,Bat alphacoronavirus isolate CHI-830 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470083,Bat alphacoronavirus isolate CHI-914 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470084,Bat alphacoronavirus isolate CHI-625 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470085,Bat alphacoronavirus isolate CHI-819 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470086,Bat alphacoronavirus isolate CHI-841 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470087,Bat alphacoronavirus isolate CHI-855 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470088,Bat alphacoronavirus isolate CHI-755 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470089,Bat alphacoronavirus isolate CHI-791 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470090,Bat alphacoronavirus isolate CHI-743 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470091,Bat alphacoronavirus isolate CHI-758 RNA-dependent RNA polymerase,25-Apr-2022,Bat Nycteris sp.,2419667,FALSE
OM470092,Bat alphacoronavirus isolate CHI-666 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470093,Bat alphacoronavirus isolate CHI-675 RNA-dependent RNA polymerase,25-Apr-2022,Bat Rhinolophe sp.,2419667,FALSE
OM470094,Bat alphacoronavirus isolate CHI-668 RNA-dependent RNA polymerase,25-Apr-2022,Bat Rhinolophe sp.,2419667,FALSE
OM470095,Bat alphacoronavirus isolate CHI-679 RNA-dependent RNA polymerase,25-Apr-2022,Bat Rhinolophe sp.,2419667,FALSE
OM470096,Bat alphacoronavirus isolate CHI-680 RNA-dependent RNA polymerase,25-Apr-2022,Bat Rhinolophe sp.,2419667,FALSE
OM470097,Bat alphacoronavirus isolate CHI-676 RNA-dependent RNA polymerase,25-Apr-2022,Bat Rhinolophe sp.,2419667,FALSE
OM470098,Bat alphacoronavirus isolate CHI-669 RNA-dependent RNA polymerase,25-Apr-2022,Bat Rhinolophe sp.,2419667,FALSE
OM470099,Bat alphacoronavirus isolate CHI-682 RNA-dependent RNA polymerase,25-Apr-2022,Bat Hipposideros sp.,2419667,FALSE
OM470100,Bat alphacoronavirus isolate CHI-1723 RNA-dependent RNA polymerase,25-Apr-2022,Bat Rhinolophe sp.,2419667,FALSE
OM470101,Bat alphacoronavirus isolate CHI-1577 RNA-dependent RNA polymerase,25-Apr-2022,Bat sp.,2419667,FALSE
OM470102,Bat alphacoronavirus isolate CHI-1587 RNA-dependent RNA polymerase,25-Apr-2022,Bat sp.,2419667,FALSE
OM470103,Bat alphacoronavirus isolate CHI-1602 RNA-dependent RNA polymerase,25-Apr-2022,Bat sp.,2419667,FALSE
OM470104,Bat alphacoronavirus isolate CHI-1618 RNA-dependent RNA polymerase,25-Apr-2022,Bat Rhinolophe sp.,2419667,FALSE
OM470105,Bat alphacoronavirus isolate CHI-1623 RNA-dependent RNA polymerase,25-Apr-2022,Bat sp.,2419667,FALSE
OM470106,Bat alphacoronavirus isolate CHI-1683 RNA-dependent RNA polymerase,25-Apr-2022,Bat sp.,2419667,FALSE
OM470107,Bat alphacoronavirus isolate CHI-1640 RNA-dependent RNA polymerase,25-Apr-2022,Bat Rhinolophe sp.,2419667,FALSE
OM470108,Bat alphacoronavirus isolate CHI-1727 RNA-dependent RNA polymerase,25-Apr-2022,Bat Rhinolophe sp.,2419667,FALSE
OM470109,Bat alphacoronavirus isolate CHI-1649 RNA-dependent RNA polymerase,25-Apr-2022,Bat Rhinolophe sp.,2419667,FALSE
OM470110,Bat alphacoronavirus isolate CHI-1684 RNA-dependent RNA polymerase,25-Apr-2022,Bat sp.,2419667,FALSE
